question,answer_llm,answer_orig,document
Where should I look first when the homework wording is confusing: the platform page or the GitHub instructions?,"Look at the **GitHub homework instructions first**. The course platform is mainly for **submission and deadlines**, while the GitHub instructions often include the extra context you need when wording is confusing.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For Module 1 in the 2026 cohort, which GitHub links do I need for the materials and the homework task?","For Module 1 in the 2026 cohort, use these GitHub links:

- Materials: https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- Homework instructions: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
Why does the homework sometimes look different from the lesson if it is based on the same topic?,"The homework can look different because it often follows the same lesson idea but uses a different dataset or asks you to apply the concept in a slightly different way. So even if the topic is the same, the exact questions or outputs may not match the lesson exactly.

If something seems unclear, the course guidance says to first read the GitHub homework instructions, since they are the source of truth.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
What’s the best way to ask for help in Slack if I still don’t understand the assignment?,"If you still don’t understand the assignment, ask in Slack and include the code or command output as text, not a screenshot. Also follow the asking questions guidelines.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Can I send a screenshot of the error/output when I ask about homework, or should I paste the text instead?","Paste the text instead of sending a screenshot. If the homework question is unclear, first check the GitHub homework instructions, and if you still need help in Slack, include the code or command output as text.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How should I count tokens for the Module 1 homework if I’m not using OpenAI?,"For the Module 1 homework, if you’re using a different provider, **get the token count from the model’s response object**, not from `tiktoken`.

- Look for usage fields like `response.usage.input_tokens` or `response.usage.prompt_tokens` depending on the provider/API style.
- **Do not use** `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, etc., because tokenization differs by model.
- If the provider doesn’t expose token usage, use that provider’s **native tokenizer** as an approximation.
- For multiple-choice questions, choose the **closest option**.

","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If my model provider isn’t OpenAI-compatible, where do I get the token count from?","Get it from the **model response object**, not from `tiktoken`.

For non-OpenAI providers, check the provider’s usage fields in the response, for example:
- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

The exact field depends on the API style/provider. If the provider doesn’t expose token usage, use that provider’s **native tokenizer** as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Can I just use tiktoken or cl100k_base for Gemini or Mistral in the homework?,"No. For Gemini, Mistral, and other non-OpenAI providers, you should not use `tiktoken` or `cl100k_base` as a generic tokenizer.

For the Module 1 homework, use the token count from the model response object if the provider gives usage fields. If it doesn’t, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my provider response doesn’t include any token usage info?,"If your provider doesn’t expose token usage, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice questions, what if my token count doesn’t match exactly?","If your token count doesn’t match exactly for a multiple-choice question, choose the **closest option**. Small differences are expected due to provider behavior, dataset versions, filtering, or rounding.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why does my homework repo link get a 500 or other non-200 error when the checker opens it, and what should I change so it passes?","The checker is trying to open your repo with a normal GET request and expects an HTTP `200` response. If it gets `500`, `404`, or anything else, it usually means the link isn’t publicly reachable as-is.

What to change:
- Make the repo **public**
- Submit the **plain repo URL**, not one ending in `.git`
  - Good: `https://github.com/you/repo`
  - Bad: `https://github.com/you/repo.git`
- Check for a **typo** in the URL

Quick test: open the link in a private/incognito browser window. If it works there, it should pass the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Could the submission be failing because my GitHub repo is private, and how do I verify that's the problem?","Yes — a private GitHub repo could definitely cause the submission to fail, because the checker expects to fetch your submitted URL and get an HTTP `200` response.

How to verify:
- Open the repo URL in a **private/incognito browser window**
- If it **doesn’t load there**, the checker likely can’t access it either
- If it loads publicly, it should work for the checker

Also make sure:
- You submit the **plain repo URL** like `https://github.com/you/repo`
- Not the `.git` URL
- There’s no typo in the link

If it’s private, make the repository public.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to remove the .git part from the repo URL before submitting it for homework review?,"Yes — submit the plain repo URL, without the trailing `.git`.

Example:
- Use: `https://github.com/you/repo`
- Not: `https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What's the easiest way to check if the URL I submitted is actually public and reachable by the grader?,"Open the URL in a private/incognito browser window.

If it loads there, it’s publicly reachable and should work for the grader too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
I pasted my repository link but it still gets rejected — what common URL mistakes should I look for first?,"Common URL mistakes to check first:

- **Private repository** — make sure the repo is public.
- **Including `.git` at the end** — submit `https://github.com/you/repo`, not `https://github.com/you/repo.git`.
- **Typo in the link** — copy the exact repository URL.
- **Not publicly reachable** — test the URL in an incognito/private browser window; if it doesn’t load there, the checker won’t be able to access it either.

If you want, I can also help you verify the exact format of your repo link.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do we convert non-numerical data into numbers?","Embeddings are numerical representations of non-numerical data, such as text, that preserve meaning and context. If two inputs are similar, their embeddings should also be numerically close to each other.

We convert non-numerical data into numbers so we can use mathematical methods to compare them, like cosine similarity or dot products. This lets a vector search system find items with similar meaning, not just matching words.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings preserve meaning and context when turning text or other data into numerical form?,"Embeddings preserve meaning and context by converting non-numerical data into numerical data in a way that keeps similar inputs close together in the vector space. So if two pieces of text have similar meaning, their embeddings should produce similar numerical values. This proximity can then be used with semantic similarity algorithms.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"Why should similar inputs produce similar vectors, and how is that used for semantic similarity?","Similar inputs should produce similar vectors because embeddings are meant to preserve meaning and context: if two pieces of data are alike, their numerical representations should be close in vector space.

That’s what makes semantic similarity possible. Once similar items are near each other as vectors, you can compare them with measures like cosine similarity. If two vectors point in a similar direction, they have high cosine similarity, which indicates the underlying inputs are semantically similar.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
What's the connection between embeddings and the vector space model in Module 2?,"Embeddings are essentially a modern version of the **vector space model**: both represent text or other data as vectors in a numerical space so that **similar items end up close together**.

From the module context:
- **Embeddings** convert non-numerical data into numerical vectors while preserving meaning and context.
- This is closely related to the **vector space model** and **dimensionality reduction**.

So the connection is that embeddings are a practical, learned way to implement the vector space idea, where semantic similarity can be measured using things like **dot product** or **cosine similarity**.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"Are embeddings related to dimensionality reduction, or is that a different idea?","Yes — they’re related.

In the course context, embeddings are mentioned alongside **dimensionality reduction** as a related concept. Embeddings convert non-numerical data into numerical vectors while preserving meaning, and this often involves representing things in a lower-dimensional vector space. So it’s related, though not exactly the same idea.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do I get rid of the warning about model multi-qa-mpnet-base-dot-v1 and sentence-transformers beta version?,"To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is upgrading sentence-transformers to 3.0.0 enough to suppress that warning?,"Yes — upgrading `sentence-transformers` to **3.0.0 or higher** is enough to suppress that warning.

You can do:

```bash
pip install sentence-transformers>=3.0.0
```

If you want, I can also help you check whether your environment is actually using the upgraded version.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"What command should I run to fix the ""made on sentence transformers v3.0.0 bet"" message?","Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why am I seeing this warning for multi-qa-mpnet-base-dot-v1, and how do I stop it?","You’re seeing that warning because the model `multi-qa-mpnet-base-dot-v1` was saved with a newer `sentence-transformers` version, and your installed version is older.

To stop the warning, upgrade `sentence-transformers` to at least 3.0.0:

```bash
pip install sentence-transformers>=3.0.0
```

If you still see it after upgrading, make sure your environment is using the updated package.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need to change anything besides installing sentence-transformers 3.0.0+ to remove that warning?,I don't know.,"To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why did the lesson use dot product straight away for similarity, but the homework keeps talking about normalization?","In the lesson, `.dot(...)` worked directly because the embeddings were already normalized to unit length, so dot product = cosine similarity.

In the homework, the embeddings are not necessarily normalized by default, so you need to normalize them first; otherwise the dot product is not the same as cosine similarity.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from the model already unit vectors, so dot product works like cosine similarity without extra steps?","Yes—**for the model used in the lesson/homework, the embeddings are already normalized to unit length**, so the **dot product is equivalent to cosine similarity**.

That’s why `.dot(...)` works directly there.

If you use embeddings that are **not normalized by default** (like TF-IDF + SVD), then you need to **manually normalize** them first for dot product to match cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF plus SVD in the homework, why doesn't dot product give cosine similarity right away?","With TF-IDF + SVD, the vectors are **not normalized by default**, so the dot product is **not automatically** cosine similarity.

Cosine similarity is:

\[
\frac{a \cdot b}{\|a\| \|b\|}
\]

So you only get cosine similarity from a plain dot product if both vectors already have **unit length**. In the lesson, that was assumed for the embeddings used there. In the homework, you need to **normalize the TF-IDF+SVD vectors first** if you want dot product to equal cosine similarity.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Do I need to normalize vectors manually before comparing them in the homework setup?,I don't know.,"In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"When is dot product enough for similarity, and when do I have to normalize first?","Use the **dot product directly** when the vectors are **already normalized to unit length**. In that case, dot product = cosine similarity.

You need to **normalize first** when the embeddings are **not normalized by default**. Then cosine similarity is computed as:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

From the course context:

- **Lesson:** dot product was used directly because the embeddings were assumed to already be normalized.
- **Homework:** classic embeddings like **TF-IDF + SVD** are **not normalized**, so you must normalize them before using dot product as cosine similarity.

So the rule is:

- **Already unit vectors?** Dot product is enough.
- **Not normalized?** Normalize first, then use dot product.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search in this module, should I index only the answer text, only the question, or both together?","There’s no single right choice — it’s an experiment on your dataset.

The course suggests trying three options:

- **answer text only**
- **question only**
- **question + answer together**

Often **question + answer** works best, but it’s a bit longer and slightly more expensive. The right choice is the one that gives the best retrieval metrics on your ground-truth set, like **hit rate** or **MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is it better to embed just the answer, just the question, or the full question plus answer when building the vector database?","There’s no single best choice — it’s something to **test on your dataset**.

The course says you can try:

- **Just the answer/text**
- **Just the question**
- **Question + answer together** — often the best, but a bit longer and slightly more expensive

The recommendation is to pick whichever gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"When I’m doing retrieval here, do I need to store the question, the answer, or question and text combined?","For retrieval, the course says there isn’t one single correct choice — it depends on your dataset.

You can try:
- **question only**
- **answer/text only**
- **question + text combined**

The course notes that **question + text** is often the best option, but it can be a bit longer and slightly more expensive. The recommendation is to **test which one gives the best hit rate / MRR on your ground-truth set**.

","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"What embedding setup usually works best for this FAQ search: answer only, question only, or question + text?","The course says there’s **no single right answer** — you should test it on your dataset.

That said, **question + text** is **often the best** setup, though it can be a bit longer and slightly more expensive.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"How do I decide whether to use question, text, or both for embeddings in this vector search task?","There’s no single right choice — it’s an experiment on your dataset.

Use the option that gives the best hit rate / MRR on your ground-truth set:

- **Question only**: good when user queries are similar to the indexed questions.
- **Text only**: good because the model can capture semantic similarity between questions and answers.
- **Both (`question + "" "" + text`)**: often works best, but is a bit longer and slightly more costly.

So the practical way to decide is: **try all three and compare their retrieval quality on your validation data**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How do you measure how similar two text vectors are with cosine similarity?,"Cosine similarity measures how aligned two vectors are. For two text vectors, you:

1. Compute the dot product of the vectors.
2. Divide by the product of their magnitudes:

\[
\cos(\theta) = \frac{A \cdot B}{\|A\| \|B\|}
\]

If the vectors are already normalized to unit length, then cosine similarity is just the dot product.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
What does the cosine of the angle between two vectors tell you in document search?,"It tells you how similar or aligned the two vectors are. In document search, that means how similar two documents are based on their content.

If the cosine is:
- `1`, the vectors point in the same direction and are very similar
- `0`, they are orthogonal and have no similarity
- `-1`, they point in opposite directions

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity often used with word counts or TF-IDF vectors?,"Cosine similarity is often used with word counts or TF-IDF vectors because it measures how similar two documents are based on the **angle** between their vectors, not their size.

That means it focuses on the **distribution of terms** rather than document length, which is useful for text analysis.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean if two vectors have a cosine similarity of 1, 0, or -1?","A cosine similarity of:

- **1** means the vectors are **identical** in direction
- **0** means the vectors are **orthogonal** — **no similarity**
- **-1** means the vectors are **completely opposite**","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Can cosine similarity be used to compare two documents based on their content?,Yes. Cosine similarity is commonly used to compare two documents based on their content.,"Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into a dot product once the vectors are normalized?,"Cosine similarity becomes a dot product when both vectors are normalized because their lengths are 1.

Cosine similarity is defined as:

\[
\cos(\theta) = \frac{x \cdot y}{\|x\| \, \|y\|}
\]

If `x` and `y` are unit vectors, then \(\|x\| = \|y\| = 1\), so:

\[
\cos(\theta) = x \cdot y
\]

So normalization removes the magnitude terms, and cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why can we use matrix multiplication to compare the query embedding with all document embeddings?,"We can use matrix multiplication because each document embedding can be compared to the query embedding with a dot product, and when the vectors are normalized this dot product equals cosine similarity.  

So instead of looping over documents one by one, we stack all document embeddings into a matrix and multiply it by the query vector to get all similarity scores at once, efficiently.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If the embeddings and query are unit vectors, does cosine similarity still depend on their length?","No. If the embeddings and query are unit vectors, cosine similarity does **not** depend on their length, because their lengths are already 1. In that case, cosine similarity is just the **dot product** between them.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
